round,client_id,shapley_value,flagged_status,rolling_variance,trend_slope,z_score
31,24,0.0,0,9.496538007529988e-06,1.2260806345045427e-16,3268.5784767190826
31,25,0.0,0,3.6801009930766586e-05,-2.352864710000765e-16,-6434.371466748902
31,28,0.0,0,7.205607618169498e-06,1.081292699965626e-16,2847.1579812930445
31,29,0.0,0,1.1569785402730346e-05,1.4596637047332541e-16,3607.7705827937066
32,1,0.0,0,5.454377042199157e-06,-0.24771302292116276,0.0
32,9,0.0,0,1.6565694637556824e-05,-0.43169904409497406,0.0
32,10,0.0,0,1.8406327375062567e-08,0.014389968136498907,0.0
32,13,0.0,0,3.0190978476947304e-05,-0.5827937095282147,0.0
32,16,0.0,0,2.0656500896664563e-05,-0.4820639325727205,0.0
32,18,0.0,0,1.1968714375634754e-05,-0.3669441874807271,0.0
32,24,0.0,0,9.496538007529988e-06,-0.3268578476719083,0.0
32,25,0.0,0,3.6801009930766586e-05,0.6434371466748905,0.0
32,28,0.0,0,7.205607618169498e-06,-0.2847157981293045,0.0
32,29,0.0,0,1.1569785402730346e-05,-0.3607770582793706,0.0
